id,kategori,judul,isi,tanggal,sumber,sentimen,kata_kunci
66,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-06-07,Finansial News,negatif,"krisis, pelemahan, inflasi, utang, penurunan"
132,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-07-31,Bisnis Today,negatif,"PHK, penurunan, defisit, pelemahan, utang"
242,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-09-09,Investor Daily,positif,"pasar saham, rupiah, investasi, surplus, peningkatan"
395,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-07-16,Bisnis Today,positif,"rupiah, pasar saham, stabilitas, peningkatan, investasi"
288,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-06-05,Finansial News,negatif,"PHK, defisit, pelemahan, krisis, inflasi"
116,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-20,Bisnis Today,positif,"stabilitas, investasi, peningkatan, rupiah, pertumbuhan"
388,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-08-06,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, peningkatan, surplus"
302,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-03-10,Market Insight,positif,"pasar saham, peningkatan, surplus, stabilitas, pertumbuhan"
10,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2024-12-15,Bisnis Today,negatif,"pelemahan, krisis, defisit, penurunan, PHK"
411,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-06-18,Finansial News,positif,"pasar saham, pertumbuhan, peningkatan, rupiah, surplus"
340,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-05-31,Ekonomi Update,positif,"investasi, pertumbuhan, surplus, rupiah, peningkatan"
319,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-08-17,Market Insight,positif,"surplus, rupiah, pertumbuhan, peningkatan, stabilitas"
336,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-09,Ekonomi Update,positif,"rupiah, stabilitas, pertumbuhan, peningkatan, investasi"
244,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-05-28,Market Insight,negatif,"penurunan, defisit, pelemahan, utang, krisis"
253,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-03-15,Finansial News,positif,"investasi, peningkatan, rupiah, pasar saham, stabilitas"
401,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-02-19,Investor Daily,positif,"surplus, investasi, peningkatan, pasar saham, pertumbuhan"
74,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-06-22,Market Insight,positif,"pasar saham, stabilitas, investasi, pertumbuhan, rupiah"
325,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-04-15,Finansial News,negatif,"PHK, krisis, utang, penurunan, pelemahan"
162,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-01-18,Bisnis Today,positif,"pasar saham, rupiah, stabilitas, pertumbuhan, investasi"
154,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-10,Bisnis Today,positif,"pertumbuhan, surplus, peningkatan, investasi, stabilitas"
216,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-09-03,Bisnis Today,positif,"pasar saham, pertumbuhan, stabilitas, rupiah, investasi"
244,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-05-28,Market Insight,negatif,"penurunan, defisit, pelemahan, utang, krisis"
88,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-11-01,Investor Daily,positif,"peningkatan, rupiah, surplus, stabilitas, pertumbuhan"
368,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-06-26,Ekonomi Update,negatif,"utang, krisis, penurunan, inflasi, defisit"
369,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-08-31,Bisnis Today,negatif,"PHK, defisit, penurunan, pelemahan, inflasi"
344,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-02-19,Market Insight,positif,"stabilitas, investasi, pertumbuhan, peningkatan, rupiah"
47,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-11-13,Ekonomi Update,negatif,"penurunan, defisit, krisis, utang, pelemahan"
316,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-08,Market Insight,positif,"surplus, pertumbuhan, stabilitas, rupiah, pasar saham"
207,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-10-13,Finansial News,positif,"pertumbuhan, rupiah, investasi, surplus, stabilitas"
402,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-08-28,Market Insight,positif,"pertumbuhan, peningkatan, surplus, investasi, pasar saham"
369,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-08-31,Bisnis Today,negatif,"PHK, defisit, penurunan, pelemahan, inflasi"
444,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-04-14,Finansial News,positif,"stabilitas, investasi, rupiah, surplus, pertumbuhan"
38,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2023-09-22,Ekonomi Update,negatif,"inflasi, pelemahan, PHK, utang, krisis"
241,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-03-13,Bisnis Today,positif,"rupiah, surplus, investasi, stabilitas, pertumbuhan"
114,ekonomi,Rupiah Melemah Terhadap Dolar AS,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-05-14,Market Insight,negatif,"utang, pelemahan, PHK, krisis, inflasi"
187,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-08-27,Market Insight,positif,"investasi, surplus, pasar saham, stabilitas, pertumbuhan"
395,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-07-16,Bisnis Today,positif,"rupiah, pasar saham, stabilitas, peningkatan, investasi"
379,ekonomi,Rupiah Melemah Terhadap Dolar AS,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-03-11,Market Insight,negatif,"utang, inflasi, defisit, PHK, penurunan"
391,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-03-07,Bisnis Today,positif,"peningkatan, stabilitas, pertumbuhan, rupiah, pasar saham"
426,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-08-14,Market Insight,positif,"investasi, rupiah, pasar saham, pertumbuhan, peningkatan"
86,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-06-22,Finansial News,positif,"surplus, rupiah, investasi, pertumbuhan, pasar saham"
394,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-12-10,Market Insight,positif,"pertumbuhan, pasar saham, peningkatan, stabilitas, surplus"
336,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-09,Ekonomi Update,positif,"rupiah, stabilitas, pertumbuhan, peningkatan, investasi"
246,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-10-11,Ekonomi Update,negatif,"krisis, pelemahan, PHK, penurunan, inflasi"
185,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-04-21,Ekonomi Update,negatif,"inflasi, defisit, PHK, pelemahan, utang"
304,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-24,Investor Daily,positif,"peningkatan, stabilitas, surplus, rupiah, investasi"
